작업년도,명절구분,순번,자원명,관리기관구분,기관명,담당자명,연락처,시도,시군구,주소,상세주소,주차장유형,휴일_1_개방일,휴일_2_개방일,휴일_3_개방일,휴일_4_개방일,휴일_1_개방시간,휴일_2_개방시간,휴일_3_개방시간,휴일_4_개방시간,참고사항,경도,위도
2023,설,2253,제11공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 214-1,문경시장애인종합복지관 옆,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1866691,36.58729747
2023,설,2254,문경시청 부설주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 220,본관 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(19시~익일 08시), 주말(토 일), 공휴일 무료 개방",128.1869151,36.58623435
2023,설,2255,여성회관 부설주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 257,본관 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(19시~익일 08시), 주말(토 일), 공휴일 무료 개방",128.1878676,36.58774743
2023,설,2256,제5노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 27-30,돈달로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1916198,36.59507141
2023,설,2257,제20노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 37-1,여고길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1932201,36.59329368
2023,설,2258,문경시의회 부설주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 59-2,본관 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1964517,36.59017569
2023,설,2259,제7노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 73-38,운동장로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1963824,36.58783959
2023,설,2260,제1노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 76-4,신흥로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1940255,36.58599401
2023,설,2261,제8노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 81-13,운동장로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1925808,36.58984603
2023,설,2262,제25노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 81-18,중앙로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1933029,36.58858043
2023,설,2263,제23노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 860-8,당교로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1906234,36.58672891
2023,설,2264,제24노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 864,당교로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1879997,36.58631176
2023,설,2265,제21노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 모전동 908,매봉로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1832736,36.58867439
2023,설,2266,제2노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 윤직동 569-1,신흥로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1959311,36.58573603
2023,설,2267,제3노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 121-23,신흥로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1978143,36.5883236
2023,설,2268,제10노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 131-21,남산로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1996063,36.59195336
2023,설,2269,제27노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 142-1,중앙로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2014694,36.59771578
2023,설,2270,제15공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 163,점촌역 옆,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2033971,36.59613826
2023,설,2271,제4공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 163-1,점촌역 광장,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2029382,36.59565721
2023,설,2272,제18노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 166-2,점촌로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2023685,36.59593121
2023,설,2273,제13공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 174-3,점촌7길 도로변,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1983813,36.59244695
2023,설,2274,제11노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 181-39,중앙공원길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1969309,36.59094716
2023,설,2275,제9공영주차장,지방자치단체,경상북도 문경시,이재철,054-550-6235,경상북도,문경시,경상북도 문경시 점촌동 195-3,중앙시장 내 주차타워,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,"00:00~08:00, 19:00~24:00",종일개방,종일개방,"00:00~08:00, 19:00~24:00","차단기 있음. 평일 및 토요일 야간(19시~익일 08시), 설 및 추석 당일과 일요일 무료 개방",128.1968916,36.59420255
2023,설,2276,노인복지관 부설주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 224,"본관 앞, 본관 뒤편, 지하주차장",부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1984425,36.59735861
2023,설,2277,문경문화원 부설주차장,지방자치단체,경상북도 문경시,최대희,054-550-6062,경상북도,문경시,경상북도 문경시 점촌동 225-3,"본관 앞, 본관 뒤편, 지하주차장",부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,차단기 있음(본관 뒤편 주차장 입구). 본관 앞 지상주차장만 개방,128.1979092,36.59708959
2023,설,2278,제8공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 242-27 일원,구.삼일장여관,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1989379,36.59542656
2023,설,2279,제3공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 245-3,솔밭식당 옆,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2007815,36.59514452
2023,설,2280,제19노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 251-11,점촌1길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1988413,36.596962
2023,설,2281,제17노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 256-5,점촌로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1986103,36.59799147
2023,설,2282,제22노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 264-1,흥덕3길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2015254,36.59541546
2023,설,2283,제26노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 278-1,중앙로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1978533,36.59322359
2023,설,2284,제14공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 280-3,구.문경관광,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.1989706,36.59309476
2023,설,2285,제4노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 288-1,신흥로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1999751,36.59235477
2023,설,2286,제14노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 392-4,점촌7길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1991187,36.60046506
2023,설,2287,제13노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 393-1,점촌7길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1993291,36.59976163
2023,설,2288,제6노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 402-5,돈달로 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1969389,36.59951011
2023,설,2289,제10공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 49,육아종합지원센터 앞,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2039453,36.59565821
2023,설,2290,제7공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 54-1,구.시노인회,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,"차단기 있음. 평일 야간(18시~익일 09시), 주말(토 일), 공휴일 무료 개방",128.2019131,36.59786881
2023,설,2291,제2공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 점촌동 56-1,중앙지하차도 옆 철도부지,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2022781,36.59346252
2023,설,2292,제12노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 224-8,중앙10길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.202119,36.59880603
2023,설,2293,제6공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 249-3,창열각 옆,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.202527,36.60154554
2023,설,2294,제5공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 789-5,신흥과선교 밑,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2068131,36.60079179
2023,설,2295,제16노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 793-2,신흥3길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2031385,36.60108927
2023,설,2296,제15노상주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 794-4,신흥3길 도로변,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2051163,36.60109911
2023,설,2297,제12공영주차장,지방자치단체,경상북도 문경시,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 794-7,점촌시장 내,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2043921,36.60101777
2023,설,2298,흥덕동 공영주차장,지방자치단체,경상북도 문경시청,정기수,054-550-6252,경상북도,문경시,경상북도 문경시 흥덕동 357-2,점촌3동6통마을회관 앞,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2048151,36.60488014
2023,설,2299,중앙시장 공영주차장,지방자치단체,경상북도 문경시청,이재철,054-550-6235,경상북도,문경시,경상북도 문경시 점촌동 196-14,중앙시장 내 주차타워 옆,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,19:00~익일08:00,종일개방,종일개방,19:00~익일08:00,"차단기 있음. 평일 및 토요일 야간(19시~익일 08시), 설 및 추석 당일과 일요일 무료 개방",128.197519,36.59475159
2023,설,2300,명호면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 명호면 도천길 18,건물 앞 및 주변,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.9004576,36.85866129
2023,설,2301,물야면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 물야면 문수로 991,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7357087,36.97530854
2023,설,2302,법전면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 법전면 법전로 100,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.8769819,36.91073272
2023,설,2303,봉성면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉성면 옥마로 23,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.8180051,36.88559601
2023,설,2304,신시장 공영주차장,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 꽃동네길 28,봉화신시장 내,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7348782,36.89002828
2023,설,2305,봉화읍사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 내성로3길 9,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7393208,36.88763941
2023,설,2306,구시장 공영주차장,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 231-30,봉화구시장 내,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7390793,36.88939698
2023,설,2307,봉화버스터미널 주변 주차장,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 421-3,봉화버스터미널 뒤편,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7364722,36.89175388
2023,설,2308,봉화군청 주차장,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 봉화로 1111,청사 앞뒤편,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7324976,36.8931442
2023,설,2309,보건소 주차장,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 봉화로 1203,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7418543,36.89071878
2023,설,2310,봉화국민체육센터,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 해저리 산4-7,건물 주변,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7281826,36.89612282
2023,설,2311,상운면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 상운면 예봉로 1281,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7550099,36.83349964
2023,설,2312,석포면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 석포면 석포로1길 55,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,129.0655671,37.04856686
2023,설,2313,소천면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 소천면 소천로 1294,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,129.0030994,36.93789626
2023,설,2314,봉화정자문화생활관,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 외삼리 14-10,건물 주변,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.8110131,36.90155468
2023,설,2315,재산면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 재산면 대내골길 4,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.9620841,36.8160838
2023,설,2316,춘양면사무소,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 춘양면 의양로5길 19,건물 앞,부설,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.9144965,36.93488829
2023,설,2317,억지춘양시장 공영주차타워,지방자치단체,경상북도 봉화군청,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 춘양면 의양리 351-3,건물 내외부,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.9127645,36.93768771
2023,설,2318,청량산 공영주차장,지방자치단체,경상북도 봉화군,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 명호면 관창리 1728,캠핑장 앞,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.8923584,36.78675361
2023,설,2319,은어송이테마공원 공영주차장,지방자치단체,경상북도 봉화군,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 석평리 642-1,공원 내,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7254462,36.88784588
2023,설,2320,내성천 체육공원 공영주차장,지방자치단체,경상북도 봉화군,전도현,054-679-6293,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 506,내성천 체육공원 내,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.7319299,36.88771604
2023,설,2321,공검면 보건지소 입구,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 공검면 양정리 185-17,공검면 보건지소 입구,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1591258,36.51147155
2023,설,2322,낙동 삼거리식당 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙동면 낙동리 450,낙동 삼거리식당 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2996521,36.36057619
2023,설,2323,낙동새마을금고 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙동면 상촌리 706-3,낙동새마을금고 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.2475523,36.37472953
2023,설,2324,남원동 동양체육관 앞,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 108,남원동 동양체육관 앞,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.153098,36.4140234
2023,설,2325,공영주차장 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 124-2,공영주차장 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1542516,36.41072822
2023,설,2326,남원동 지포스옆 공터,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 17-8,남원동 지포스옆 공터,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1509088,36.41398811
2023,설,2327,남원동 지포스옆 공터,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 17-9,남원동 지포스옆 공터,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1510707,36.41399502
2023,설,2328,남원동 대림아크로빌 뒤,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 172-1,남원동 대림아크로빌 뒤,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1556694,36.41017456
2023,설,2329,남원동 대림아크로빌 뒤,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 172-4,남원동 대림아크로빌 뒤,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1557277,36.4099552
2023,설,2330,남원동 삼보컴퓨터 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 172-41,남원동 삼보컴퓨터 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1555648,36.40959733
2023,설,2331,남원동 삼보컴퓨터 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 172-5,남원동 삼보컴퓨터 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1557524,36.40961551
2023,설,2332,남원동 지포스옆 공터,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 19-8,남원동 지포스옆 공터,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1509974,36.41410404
2023,설,2333,남원동 원마트 뒤,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 낙양동 20-6,남원동 원마트 뒤,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.150831,36.41466254
2023,설,2334,남원동 드림뷰 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 14-4,남원동 드림뷰 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1585714,36.41487757
2023,설,2335,남원동 드림뷰 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 14-9,남원동 드림뷰 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.158582,36.41470256
2023,설,2336,남원동 명동의류타운옆 골목,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 4-20,남원동 명동의류타운옆 골목,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1610658,36.41507375
2023,설,2337,상주시 적십자병원 뒤,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 41-3,상주시 적십자병원 뒤,노외,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1548609,36.41489099
2023,설,2338,남원동 상서문로 및 신서문1길과 연접,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 67-3,남원동 상서문로 및 신서문1길과 연접,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1559435,36.41371276
2023,설,2339,남원동 홍성식당 옆,지방자치단체,경상북도 상주시,안영길,054-537-7380,경상북도,상주시,경상북도 상주시 남성동 85-32,남원동 홍성식당 옆,노상,2023-01-21,2023-01-22,2023-01-23,2023-01-24,종일개방,종일개방,종일개방,종일개방,,128.1605322,36.41390163
